"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	Population
	"Bastrop County, TX"	"48021"	"Female"	"F"	43611
	"Bastrop County, TX"	"48021"	"Male"	"M"	45112
"Total"	"Bastrop County, TX"	"48021"			88723
	"Baylor County, TX"	"48023"	"Female"	"F"	1805
	"Baylor County, TX"	"48023"	"Male"	"M"	1704
"Total"	"Baylor County, TX"	"48023"			3509
	"Bee County, TX"	"48025"	"Female"	"F"	12740
	"Bee County, TX"	"48025"	"Male"	"M"	19825
"Total"	"Bee County, TX"	"48025"			32565
	"Bell County, TX"	"48027"	"Female"	"F"	182628
	"Bell County, TX"	"48027"	"Male"	"M"	180296
"Total"	"Bell County, TX"	"48027"			362924
	"Bexar County, TX"	"48029"	"Female"	"F"	1013764
	"Bexar County, TX"	"48029"	"Male"	"M"	989790
"Total"	"Bexar County, TX"	"48029"			2003554
	"Blanco County, TX"	"48031"	"Female"	"F"	5981
	"Blanco County, TX"	"48031"	"Male"	"M"	5950
"Total"	"Blanco County, TX"	"48031"			11931
	"Borden County, TX"	"48033"	"Female"	"F"	317
	"Borden County, TX"	"48033"	"Male"	"M"	337
"Total"	"Borden County, TX"	"48033"			654
	"Bosque County, TX"	"48035"	"Female"	"F"	9448
	"Bosque County, TX"	"48035"	"Male"	"M"	9237
"Total"	"Bosque County, TX"	"48035"			18685
	"Bowie County, TX"	"48037"	"Female"	"F"	46572
	"Bowie County, TX"	"48037"	"Male"	"M"	46673
"Total"	"Bowie County, TX"	"48037"			93245
	"Brazoria County, TX"	"48039"	"Female"	"F"	185211
	"Brazoria County, TX"	"48039"	"Male"	"M"	189053
"Total"	"Brazoria County, TX"	"48039"			374264
	"Brazos County, TX"	"48041"	"Female"	"F"	113786
	"Brazos County, TX"	"48041"	"Male"	"M"	115425
"Total"	"Brazos County, TX"	"48041"			229211
	"Brewster County, TX"	"48043"	"Female"	"F"	4514
	"Brewster County, TX"	"48043"	"Male"	"M"	4689
"Total"	"Brewster County, TX"	"48043"			9203
	"Briscoe County, TX"	"48045"	"Female"	"F"	777
	"Briscoe County, TX"	"48045"	"Male"	"M"	769
"Total"	"Briscoe County, TX"	"48045"			1546
	"Brooks County, TX"	"48047"	"Female"	"F"	3477
	"Brooks County, TX"	"48047"	"Male"	"M"	3616
"Total"	"Brooks County, TX"	"48047"			7093
	"Brown County, TX"	"48049"	"Female"	"F"	19132
	"Brown County, TX"	"48049"	"Male"	"M"	18732
"Total"	"Brown County, TX"	"48049"			37864
	"Burleson County, TX"	"48051"	"Female"	"F"	9339
	"Burleson County, TX"	"48051"	"Male"	"M"	9104
"Total"	"Burleson County, TX"	"48051"			18443
	"Burnet County, TX"	"48053"	"Female"	"F"	24556
	"Burnet County, TX"	"48053"	"Male"	"M"	23599
"Total"	"Burnet County, TX"	"48053"			48155
	"Caldwell County, TX"	"48055"	"Female"	"F"	21635
	"Caldwell County, TX"	"48055"	"Male"	"M"	22029
"Total"	"Caldwell County, TX"	"48055"			43664
	"Calhoun County, TX"	"48057"	"Female"	"F"	10360
	"Calhoun County, TX"	"48057"	"Male"	"M"	10930
"Total"	"Calhoun County, TX"	"48057"			21290
	"Callahan County, TX"	"48059"	"Female"	"F"	7028
	"Callahan County, TX"	"48059"	"Male"	"M"	6915
"Total"	"Callahan County, TX"	"48059"			13943
	"Cameron County, TX"	"48061"	"Female"	"F"	216867
	"Cameron County, TX"	"48061"	"Male"	"M"	206296
"Total"	"Cameron County, TX"	"48061"			423163
	"Camp County, TX"	"48063"	"Female"	"F"	6732
	"Camp County, TX"	"48063"	"Male"	"M"	6362
"Total"	"Camp County, TX"	"48063"			13094
	"Carson County, TX"	"48065"	"Female"	"F"	2944
	"Carson County, TX"	"48065"	"Male"	"M"	2982
"Total"	"Carson County, TX"	"48065"			5926
	"Cass County, TX"	"48067"	"Female"	"F"	15514
	"Cass County, TX"	"48067"	"Male"	"M"	14512
"Total"	"Cass County, TX"	"48067"			30026
	"Castro County, TX"	"48069"	"Female"	"F"	3667
	"Castro County, TX"	"48069"	"Male"	"M"	3863
"Total"	"Castro County, TX"	"48069"			7530
	"Chambers County, TX"	"48071"	"Female"	"F"	21714
	"Chambers County, TX"	"48071"	"Male"	"M"	22123
"Total"	"Chambers County, TX"	"48071"			43837
	"Cherokee County, TX"	"48073"	"Female"	"F"	25822
	"Cherokee County, TX"	"48073"	"Male"	"M"	26824
"Total"	"Cherokee County, TX"	"48073"			52646
	"Childress County, TX"	"48075"	"Female"	"F"	2831
	"Childress County, TX"	"48075"	"Male"	"M"	4475
"Total"	"Childress County, TX"	"48075"			7306
	"Clay County, TX"	"48077"	"Female"	"F"	5241
	"Clay County, TX"	"48077"	"Male"	"M"	5230
"Total"	"Clay County, TX"	"48077"			10471
	"Cochran County, TX"	"48079"	"Female"	"F"	1406
	"Cochran County, TX"	"48079"	"Male"	"M"	1447
"Total"	"Cochran County, TX"	"48079"			2853
	"Coke County, TX"	"48081"	"Female"	"F"	1692
	"Coke County, TX"	"48081"	"Male"	"M"	1695
"Total"	"Coke County, TX"	"48081"			3387
	"Coleman County, TX"	"48083"	"Female"	"F"	4014
	"Coleman County, TX"	"48083"	"Male"	"M"	4161
"Total"	"Coleman County, TX"	"48083"			8175
	"Collin County, TX"	"48085"	"Female"	"F"	525174
	"Collin County, TX"	"48085"	"Male"	"M"	509556
"Total"	"Collin County, TX"	"48085"			1034730
	"Collingsworth County, TX"	"48087"	"Female"	"F"	1490
	"Collingsworth County, TX"	"48087"	"Male"	"M"	1430
"Total"	"Collingsworth County, TX"	"48087"			2920
	"Colorado County, TX"	"48089"	"Female"	"F"	10670
	"Colorado County, TX"	"48089"	"Male"	"M"	10823
"Total"	"Colorado County, TX"	"48089"			21493
	"Comal County, TX"	"48091"	"Female"	"F"	78878
	"Comal County, TX"	"48091"	"Male"	"M"	77331
"Total"	"Comal County, TX"	"48091"			156209
	"Comanche County, TX"	"48093"	"Female"	"F"	6841
	"Comanche County, TX"	"48093"	"Male"	"M"	6794
"Total"	"Comanche County, TX"	"48093"			13635
	"Concho County, TX"	"48095"	"Female"	"F"	1277
	"Concho County, TX"	"48095"	"Male"	"M"	1449
"Total"	"Concho County, TX"	"48095"			2726
	"Cooke County, TX"	"48097"	"Female"	"F"	20681
	"Cooke County, TX"	"48097"	"Male"	"M"	20576
"Total"	"Cooke County, TX"	"48097"			41257
	"Coryell County, TX"	"48099"	"Female"	"F"	38125
	"Coryell County, TX"	"48099"	"Male"	"M"	37826
"Total"	"Coryell County, TX"	"48099"			75951
	"Cottle County, TX"	"48101"	"Female"	"F"	717
	"Cottle County, TX"	"48101"	"Male"	"M"	681
"Total"	"Cottle County, TX"	"48101"			1398
	"Crane County, TX"	"48103"	"Female"	"F"	2379
	"Crane County, TX"	"48103"	"Male"	"M"	2418
"Total"	"Crane County, TX"	"48103"			4797
	"Crockett County, TX"	"48105"	"Female"	"F"	1726
	"Crockett County, TX"	"48105"	"Male"	"M"	1738
"Total"	"Crockett County, TX"	"48105"			3464
	"Crosby County, TX"	"48107"	"Female"	"F"	2890
	"Crosby County, TX"	"48107"	"Male"	"M"	2847
"Total"	"Crosby County, TX"	"48107"			5737
	"Culberson County, TX"	"48109"	"Female"	"F"	1088
	"Culberson County, TX"	"48109"	"Male"	"M"	1083
"Total"	"Culberson County, TX"	"48109"			2171
	"Dallam County, TX"	"48111"	"Female"	"F"	3451
	"Dallam County, TX"	"48111"	"Male"	"M"	3836
"Total"	"Dallam County, TX"	"48111"			7287
	"Dallas County, TX"	"48113"	"Female"	"F"	1335341
	"Dallas County, TX"	"48113"	"Male"	"M"	1300175
"Total"	"Dallas County, TX"	"48113"			2635516
	"Dawson County, TX"	"48115"	"Female"	"F"	5766
	"Dawson County, TX"	"48115"	"Male"	"M"	6962
"Total"	"Dawson County, TX"	"48115"			12728
	"Deaf Smith County, TX"	"48117"	"Female"	"F"	9300
	"Deaf Smith County, TX"	"48117"	"Male"	"M"	9246
"Total"	"Deaf Smith County, TX"	"48117"			18546
	"Delta County, TX"	"48119"	"Female"	"F"	2678
	"Delta County, TX"	"48119"	"Male"	"M"	2653
"Total"	"Delta County, TX"	"48119"			5331
	"Denton County, TX"	"48121"	"Female"	"F"	450984
	"Denton County, TX"	"48121"	"Male"	"M"	436223
"Total"	"Denton County, TX"	"48121"			887207
	"DeWitt County, TX"	"48123"	"Female"	"F"	9575
	"DeWitt County, TX"	"48123"	"Male"	"M"	10585
"Total"	"DeWitt County, TX"	"48123"			20160
	"Dickens County, TX"	"48125"	"Female"	"F"	984
	"Dickens County, TX"	"48125"	"Male"	"M"	1227
"Total"	"Dickens County, TX"	"48125"			2211
	"Dimmit County, TX"	"48127"	"Female"	"F"	5191
	"Dimmit County, TX"	"48127"	"Male"	"M"	4933
"Total"	"Dimmit County, TX"	"48127"			10124
	"Donley County, TX"	"48129"	"Female"	"F"	1666
	"Donley County, TX"	"48129"	"Male"	"M"	1612
"Total"	"Donley County, TX"	"48129"			3278
	"Duval County, TX"	"48131"	"Female"	"F"	5450
	"Duval County, TX"	"48131"	"Male"	"M"	5707
"Total"	"Duval County, TX"	"48131"			11157
	"Eastland County, TX"	"48133"	"Female"	"F"	9180
	"Eastland County, TX"	"48133"	"Male"	"M"	9180
"Total"	"Eastland County, TX"	"48133"			18360
	"Ector County, TX"	"48135"	"Female"	"F"	81361
	"Ector County, TX"	"48135"	"Male"	"M"	84862
"Total"	"Ector County, TX"	"48135"			166223
	"Edwards County, TX"	"48137"	"Female"	"F"	908
	"Edwards County, TX"	"48137"	"Male"	"M"	1024
"Total"	"Edwards County, TX"	"48137"			1932
	"Ellis County, TX"	"48139"	"Female"	"F"	93549
	"Ellis County, TX"	"48139"	"Male"	"M"	91277
"Total"	"Ellis County, TX"	"48139"			184826
	"El Paso County, TX"	"48141"	"Female"	"F"	424431
	"El Paso County, TX"	"48141"	"Male"	"M"	414807
"Total"	"El Paso County, TX"	"48141"			839238
	"Erath County, TX"	"48143"	"Female"	"F"	21775
	"Erath County, TX"	"48143"	"Male"	"M"	20923
"Total"	"Erath County, TX"	"48143"			42698
	"Falls County, TX"	"48145"	"Female"	"F"	9101
	"Falls County, TX"	"48145"	"Male"	"M"	8196
"Total"	"Falls County, TX"	"48145"			17297
	"Fannin County, TX"	"48147"	"Female"	"F"	16638
	"Fannin County, TX"	"48147"	"Male"	"M"	18876
"Total"	"Fannin County, TX"	"48147"			35514
	"Fayette County, TX"	"48149"	"Female"	"F"	12860
	"Fayette County, TX"	"48149"	"Male"	"M"	12486
"Total"	"Fayette County, TX"	"48149"			25346
	"Fisher County, TX"	"48151"	"Female"	"F"	1914
	"Fisher County, TX"	"48151"	"Male"	"M"	1916
"Total"	"Fisher County, TX"	"48151"			3830
	"Floyd County, TX"	"48153"	"Female"	"F"	2841
	"Floyd County, TX"	"48153"	"Male"	"M"	2871
"Total"	"Floyd County, TX"	"48153"			5712
	"Foard County, TX"	"48155"	"Female"	"F"	608
	"Foard County, TX"	"48155"	"Male"	"M"	547
"Total"	"Foard County, TX"	"48155"			1155
	"Fort Bend County, TX"	"48157"	"Female"	"F"	413404
	"Fort Bend County, TX"	"48157"	"Male"	"M"	398284
"Total"	"Fort Bend County, TX"	"48157"			811688
	"Franklin County, TX"	"48159"	"Female"	"F"	5388
	"Franklin County, TX"	"48159"	"Male"	"M"	5337
"Total"	"Franklin County, TX"	"48159"			10725
	"Freestone County, TX"	"48161"	"Female"	"F"	9471
	"Freestone County, TX"	"48161"	"Male"	"M"	10246
"Total"	"Freestone County, TX"	"48161"			19717
	"Frio County, TX"	"48163"	"Female"	"F"	8290
	"Frio County, TX"	"48163"	"Male"	"M"	12016
"Total"	"Frio County, TX"	"48163"			20306
	"Gaines County, TX"	"48165"	"Female"	"F"	10615
	"Gaines County, TX"	"48165"	"Male"	"M"	10877
"Total"	"Gaines County, TX"	"48165"			21492
	"Galveston County, TX"	"48167"	"Female"	"F"	174197
	"Galveston County, TX"	"48167"	"Male"	"M"	167942
"Total"	"Galveston County, TX"	"48167"			342139
	"Garza County, TX"	"48169"	"Female"	"F"	2179
	"Garza County, TX"	"48169"	"Male"	"M"	4050
"Total"	"Garza County, TX"	"48169"			6229
	"Gillespie County, TX"	"48171"	"Female"	"F"	13837
	"Gillespie County, TX"	"48171"	"Male"	"M"	13151
"Total"	"Gillespie County, TX"	"48171"			26988
	"Glasscock County, TX"	"48173"	"Female"	"F"	632
	"Glasscock County, TX"	"48173"	"Male"	"M"	777
"Total"	"Glasscock County, TX"	"48173"			1409
	"Goliad County, TX"	"48175"	"Female"	"F"	3892
	"Goliad County, TX"	"48175"	"Male"	"M"	3766
"Total"	"Goliad County, TX"	"48175"			7658
	"Gonzales County, TX"	"48177"	"Female"	"F"	10283
	"Gonzales County, TX"	"48177"	"Male"	"M"	10554
"Total"	"Gonzales County, TX"	"48177"			20837
	"Gray County, TX"	"48179"	"Female"	"F"	10113
	"Gray County, TX"	"48179"	"Male"	"M"	11773
"Total"	"Gray County, TX"	"48179"			21886
	"Grayson County, TX"	"48181"	"Female"	"F"	69604
	"Grayson County, TX"	"48181"	"Male"	"M"	66608
"Total"	"Grayson County, TX"	"48181"			136212
	"Gregg County, TX"	"48183"	"Female"	"F"	63681
	"Gregg County, TX"	"48183"	"Male"	"M"	60264
"Total"	"Gregg County, TX"	"48183"			123945
	"Grimes County, TX"	"48185"	"Female"	"F"	13167
	"Grimes County, TX"	"48185"	"Male"	"M"	15713
"Total"	"Grimes County, TX"	"48185"			28880
	"Guadalupe County, TX"	"48187"	"Female"	"F"	84302
	"Guadalupe County, TX"	"48187"	"Male"	"M"	82545
"Total"	"Guadalupe County, TX"	"48187"			166847
	"Hale County, TX"	"48189"	"Female"	"F"	15996
	"Hale County, TX"	"48189"	"Male"	"M"	17410
"Total"	"Hale County, TX"	"48189"			33406
	"Hall County, TX"	"48191"	"Female"	"F"	1514
	"Hall County, TX"	"48191"	"Male"	"M"	1450
"Total"	"Hall County, TX"	"48191"			2964
	"Hamilton County, TX"	"48193"	"Female"	"F"	4230
	"Hamilton County, TX"	"48193"	"Male"	"M"	4231
"Total"	"Hamilton County, TX"	"48193"			8461
	"Hansford County, TX"	"48195"	"Female"	"F"	2676
	"Hansford County, TX"	"48195"	"Male"	"M"	2723
"Total"	"Hansford County, TX"	"48195"			5399
	"Hardeman County, TX"	"48197"	"Female"	"F"	1947
	"Hardeman County, TX"	"48197"	"Male"	"M"	1986
"Total"	"Hardeman County, TX"	"48197"			3933
	"Hardin County, TX"	"48199"	"Female"	"F"	29277
	"Hardin County, TX"	"48199"	"Male"	"M"	28325
"Total"	"Hardin County, TX"	"48199"			57602
	"Harris County, TX"	"48201"	"Female"	"F"	2373882
	"Harris County, TX"	"48201"	"Male"	"M"	2339443
"Total"	"Harris County, TX"	"48201"			4713325
	"Harrison County, TX"	"48203"	"Female"	"F"	33940
	"Harrison County, TX"	"48203"	"Male"	"M"	32613
"Total"	"Harrison County, TX"	"48203"			66553
	"Hartley County, TX"	"48205"	"Female"	"F"	2221
	"Hartley County, TX"	"48205"	"Male"	"M"	3355
"Total"	"Hartley County, TX"	"48205"			5576
	"Haskell County, TX"	"48207"	"Female"	"F"	2659
	"Haskell County, TX"	"48207"	"Male"	"M"	2999
"Total"	"Haskell County, TX"	"48207"			5658
	"Hays County, TX"	"48209"	"Female"	"F"	115893
	"Hays County, TX"	"48209"	"Male"	"M"	114298
"Total"	"Hays County, TX"	"48209"			230191
	"Hemphill County, TX"	"48211"	"Female"	"F"	1914
	"Hemphill County, TX"	"48211"	"Male"	"M"	1905
"Total"	"Hemphill County, TX"	"48211"			3819
	"Henderson County, TX"	"48213"	"Female"	"F"	42223
	"Henderson County, TX"	"48213"	"Male"	"M"	40514
"Total"	"Henderson County, TX"	"48213"			82737
	"Hidalgo County, TX"	"48215"	"Female"	"F"	442687
	"Hidalgo County, TX"	"48215"	"Male"	"M"	426020
"Total"	"Hidalgo County, TX"	"48215"			868707
	"Hill County, TX"	"48217"	"Female"	"F"	18441
	"Hill County, TX"	"48217"	"Male"	"M"	18208
"Total"	"Hill County, TX"	"48217"			36649
	"Hockley County, TX"	"48219"	"Female"	"F"	11545
	"Hockley County, TX"	"48219"	"Male"	"M"	11476
"Total"	"Hockley County, TX"	"48219"			23021
	"Hood County, TX"	"48221"	"Female"	"F"	31600
	"Hood County, TX"	"48221"	"Male"	"M"	30043
"Total"	"Hood County, TX"	"48221"			61643
	"Hopkins County, TX"	"48223"	"Female"	"F"	18825
	"Hopkins County, TX"	"48223"	"Male"	"M"	18259
"Total"	"Hopkins County, TX"	"48223"			37084
	"Houston County, TX"	"48225"	"Female"	"F"	10674
	"Houston County, TX"	"48225"	"Male"	"M"	12294
"Total"	"Houston County, TX"	"48225"			22968
	"Howard County, TX"	"48227"	"Female"	"F"	15713
	"Howard County, TX"	"48227"	"Male"	"M"	20951
"Total"	"Howard County, TX"	"48227"			36664
	"Hudspeth County, TX"	"48229"	"Female"	"F"	2292
	"Hudspeth County, TX"	"48229"	"Male"	"M"	2594
"Total"	"Hudspeth County, TX"	"48229"			4886
	"Hunt County, TX"	"48231"	"Female"	"F"	50060
	"Hunt County, TX"	"48231"	"Male"	"M"	48534
"Total"	"Hunt County, TX"	"48231"			98594
	"Hutchinson County, TX"	"48233"	"Female"	"F"	10355
	"Hutchinson County, TX"	"48233"	"Male"	"M"	10583
"Total"	"Hutchinson County, TX"	"48233"			20938
	"Irion County, TX"	"48235"	"Female"	"F"	755
	"Irion County, TX"	"48235"	"Male"	"M"	781
"Total"	"Irion County, TX"	"48235"			1536
	"Jack County, TX"	"48237"	"Female"	"F"	3888
	"Jack County, TX"	"48237"	"Male"	"M"	5047
"Total"	"Jack County, TX"	"48237"			8935
	"Jackson County, TX"	"48239"	"Female"	"F"	7415
	"Jackson County, TX"	"48239"	"Male"	"M"	7345
"Total"	"Jackson County, TX"	"48239"			14760
	"Jasper County, TX"	"48241"	"Female"	"F"	17951
	"Jasper County, TX"	"48241"	"Male"	"M"	17578
"Total"	"Jasper County, TX"	"48241"			35529
	"Jeff Davis County, TX"	"48243"	"Female"	"F"	1110
	"Jeff Davis County, TX"	"48243"	"Male"	"M"	1164
"Total"	"Jeff Davis County, TX"	"48243"			2274
	"Jefferson County, TX"	"48245"	"Female"	"F"	122936
	"Jefferson County, TX"	"48245"	"Male"	"M"	128629
"Total"	"Jefferson County, TX"	"48245"			251565
	"Jim Hogg County, TX"	"48247"	"Female"	"F"	2534
	"Jim Hogg County, TX"	"48247"	"Male"	"M"	2666
"Total"	"Jim Hogg County, TX"	"48247"			5200
	"Jim Wells County, TX"	"48249"	"Female"	"F"	20396
	"Jim Wells County, TX"	"48249"	"Male"	"M"	20086
"Total"	"Jim Wells County, TX"	"48249"			40482
	"Johnson County, TX"	"48251"	"Female"	"F"	87920
	"Johnson County, TX"	"48251"	"Male"	"M"	87897
"Total"	"Johnson County, TX"	"48251"			175817
	"Jones County, TX"	"48253"	"Female"	"F"	7481
	"Jones County, TX"	"48253"	"Male"	"M"	12602
"Total"	"Jones County, TX"	"48253"			20083
	"Karnes County, TX"	"48255"	"Female"	"F"	6465
	"Karnes County, TX"	"48255"	"Male"	"M"	9136
"Total"	"Karnes County, TX"	"48255"			15601
	"Kaufman County, TX"	"48257"	"Female"	"F"	69034
	"Kaufman County, TX"	"48257"	"Male"	"M"	67120
"Total"	"Kaufman County, TX"	"48257"			136154
	"Kendall County, TX"	"48259"	"Female"	"F"	24181
	"Kendall County, TX"	"48259"	"Male"	"M"	23250
"Total"	"Kendall County, TX"	"48259"			47431
	"Kenedy County, TX"	"48261"	"Female"	"F"	192
	"Kenedy County, TX"	"48261"	"Male"	"M"	212
"Total"	"Kenedy County, TX"	"48261"			404
	"Kent County, TX"	"48263"	"Female"	"F"	374
	"Kent County, TX"	"48263"	"Male"	"M"	388
"Total"	"Kent County, TX"	"48263"			762
	"Kerr County, TX"	"48265"	"Female"	"F"	27274
	"Kerr County, TX"	"48265"	"Male"	"M"	25326
"Total"	"Kerr County, TX"	"48265"			52600
	"Kimble County, TX"	"48267"	"Female"	"F"	2211
	"Kimble County, TX"	"48267"	"Male"	"M"	2126
"Total"	"Kimble County, TX"	"48267"			4337
	"King County, TX"	"48269"	"Female"	"F"	136
	"King County, TX"	"48269"	"Male"	"M"	136
"Total"	"King County, TX"	"48269"			272
	"Kinney County, TX"	"48271"	"Female"	"F"	1655
	"Kinney County, TX"	"48271"	"Male"	"M"	2012
"Total"	"Kinney County, TX"	"48271"			3667
	"Kleberg County, TX"	"48273"	"Female"	"F"	15088
	"Kleberg County, TX"	"48273"	"Male"	"M"	15592
"Total"	"Kleberg County, TX"	"48273"			30680
	"Knox County, TX"	"48275"	"Female"	"F"	1872
	"Knox County, TX"	"48275"	"Male"	"M"	1792
"Total"	"Knox County, TX"	"48275"			3664
	"Lamar County, TX"	"48277"	"Female"	"F"	25860
	"Lamar County, TX"	"48277"	"Male"	"M"	23999
"Total"	"Lamar County, TX"	"48277"			49859
	"Lamb County, TX"	"48279"	"Female"	"F"	6498
	"Lamb County, TX"	"48279"	"Male"	"M"	6395
"Total"	"Lamb County, TX"	"48279"			12893
	"Lampasas County, TX"	"48281"	"Female"	"F"	10902
	"Lampasas County, TX"	"48281"	"Male"	"M"	10526
"Total"	"Lampasas County, TX"	"48281"			21428
	"La Salle County, TX"	"48283"	"Female"	"F"	3095
	"La Salle County, TX"	"48283"	"Male"	"M"	4425
"Total"	"La Salle County, TX"	"48283"			7520
	"Lavaca County, TX"	"48285"	"Female"	"F"	10291
	"Lavaca County, TX"	"48285"	"Male"	"M"	9863
"Total"	"Lavaca County, TX"	"48285"			20154
	"Lee County, TX"	"48287"	"Female"	"F"	8561
	"Lee County, TX"	"48287"	"Male"	"M"	8678
"Total"	"Lee County, TX"	"48287"			17239
	"Leon County, TX"	"48289"	"Female"	"F"	8750
	"Leon County, TX"	"48289"	"Male"	"M"	8654
"Total"	"Leon County, TX"	"48289"			17404
	"Liberty County, TX"	"48291"	"Female"	"F"	44645
	"Liberty County, TX"	"48291"	"Male"	"M"	43574
"Total"	"Liberty County, TX"	"48291"			88219
	"Limestone County, TX"	"48293"	"Female"	"F"	11403
	"Limestone County, TX"	"48293"	"Male"	"M"	12034
"Total"	"Limestone County, TX"	"48293"			23437
	"Lipscomb County, TX"	"48295"	"Female"	"F"	1580
	"Lipscomb County, TX"	"48295"	"Male"	"M"	1653
"Total"	"Lipscomb County, TX"	"48295"			3233
	"Live Oak County, TX"	"48297"	"Female"	"F"	5502
	"Live Oak County, TX"	"48297"	"Male"	"M"	6705
"Total"	"Live Oak County, TX"	"48297"			12207
	"Llano County, TX"	"48299"	"Female"	"F"	11237
	"Llano County, TX"	"48299"	"Male"	"M"	10558
"Total"	"Llano County, TX"	"48299"			21795
	"Loving County, TX"	"48301"	"Female"	"F"	71
	"Loving County, TX"	"48301"	"Male"	"M"	98
"Total"	"Loving County, TX"	"48301"			169
	"Lubbock County, TX"	"48303"	"Female"	"F"	157559
	"Lubbock County, TX"	"48303"	"Male"	"M"	153010
"Total"	"Lubbock County, TX"	"48303"			310569
	"Lynn County, TX"	"48305"	"Female"	"F"	2900
	"Lynn County, TX"	"48305"	"Male"	"M"	3051
"Total"	"Lynn County, TX"	"48305"			5951
	"McCulloch County, TX"	"48307"	"Female"	"F"	3961
	"McCulloch County, TX"	"48307"	"Male"	"M"	4023
"Total"	"McCulloch County, TX"	"48307"			7984
	"McLennan County, TX"	"48309"	"Female"	"F"	131362
	"McLennan County, TX"	"48309"	"Male"	"M"	125261
"Total"	"McLennan County, TX"	"48309"			256623
	"McMullen County, TX"	"48311"	"Female"	"F"	351
	"McMullen County, TX"	"48311"	"Male"	"M"	392
"Total"	"McMullen County, TX"	"48311"			743
	"Madison County, TX"	"48313"	"Female"	"F"	6058
	"Madison County, TX"	"48313"	"Male"	"M"	8226
"Total"	"Madison County, TX"	"48313"			14284
	"Marion County, TX"	"48315"	"Female"	"F"	5018
